,date,National Team,Rating
4771,1971-02-27,Ireland,81.437295704565
4772,1971-03-13,Ireland,80.69802274526013
4773,1971-03-20,Ireland,80.69802274526013
4774,1971-03-27,Ireland,80.69802274526013
4775,1971-06-12,Ireland,80.69802274526013
4776,1971-06-19,Ireland,80.69802274526013
4777,1971-07-17,Ireland,80.69802274526013
4778,1971-07-31,Ireland,80.69802274526013
4779,1971-08-07,Ireland,80.69802274526013
4780,1971-11-20,Ireland,80.69802274526013
4781,1971-11-27,Ireland,80.69802274526013
4782,1972-01-15,Ireland,80.69802274526013
4783,1972-01-29,Ireland,81.54494662589269
4784,1972-02-05,Ireland,81.54494662589269
4785,1972-02-12,Ireland,81.97128812674174
4786,1972-02-26,Ireland,81.97128812674174
4787,1972-03-18,Ireland,81.97128812674174
4788,1972-03-25,Ireland,81.97128812674174
4789,1972-04-29,Ireland,82.67871330138888
4790,1972-06-03,Ireland,82.67871330138888
4791,1972-06-17,Ireland,82.67871330138888
4792,1972-06-25,Ireland,82.67871330138888
4793,1972-08-19,Ireland,82.67871330138888
4794,1972-09-02,Ireland,82.67871330138888
4795,1972-09-16,Ireland,82.67871330138888
4796,1972-12-02,Ireland,82.67871330138888
4797,1972-12-16,Ireland,82.67871330138888
4798,1973-01-06,Ireland,82.67871330138888
4799,1973-01-13,Ireland,82.67871330138888
4800,1973-01-20,Ireland,83.15899342075916
4801,1973-02-03,Ireland,83.15899342075916
4802,1973-02-10,Ireland,83.44987353275928
4803,1973-02-24,Ireland,82.08798113396976
4804,1973-03-10,Ireland,81.25544771043931
4805,1973-03-17,Ireland,81.25544771043931
4806,1973-03-24,Ireland,81.25544771043931
4807,1973-04-14,Ireland,82.30341533964119
4808,1973-09-15,Ireland,82.30341533964119
4809,1973-11-10,Ireland,82.30341533964119
4810,1973-11-17,Ireland,82.30341533964119
4811,1974-01-19,Ireland,81.1417894430027
4812,1974-02-02,Ireland,81.45937989649453
4813,1974-02-06,Ireland,82.3222378617265
4814,1974-02-16,Ireland,82.3222378617265
4815,1974-03-02,Ireland,83.13118085701943
4816,1974-03-16,Ireland,83.13118085701943
4817,1974-05-25,Ireland,83.13118085701943
4818,1974-06-01,Ireland,83.13118085701943
4819,1974-06-08,Ireland,83.13118085701943
4820,1974-06-20,Ireland,83.13118085701943
4821,1974-06-29,Ireland,83.13118085701943
4822,1974-11-23,Ireland,82.14632504570092
4823,1974-11-30,Ireland,82.14632504570092
4824,1975-01-18,Ireland,83.02535071294889
4825,1975-02-01,Ireland,81.80486120653838
4826,1975-02-15,Ireland,81.80486120653838
4827,1975-03-01,Ireland,83.28211790948002
4828,1975-03-15,Ireland,81.69603409355103
4829,1975-05-24,Ireland,81.69603409355103
4830,1975-05-31,Ireland,81.69603409355103
4831,1975-06-14,Ireland,81.69603409355103
4832,1975-06-21,Ireland,81.69603409355103
4833,1975-06-28,Ireland,81.69603409355103
4834,1975-10-19,Ireland,81.69603409355103
4835,1975-10-25,Ireland,81.69603409355103
4836,1975-12-06,Ireland,81.69603409355103
4837,1975-12-20,Ireland,81.69603409355103
4838,1976-01-03,Ireland,81.69603409355103
4839,1976-01-10,Ireland,81.69603409355103
4840,1976-01-17,Ireland,80.0705556190248
4841,1976-02-07,Ireland,78.8003271459889
4842,1976-02-21,Ireland,78.35210397966158
4843,1976-03-06,Ireland,79.240163767278
4844,1976-03-20,Ireland,78.30512343094841
4845,1976-06-05,Ireland,77.99922683261073
4846,1976-07-24,Ireland,77.99922683261073
4847,1976-08-14,Ireland,77.99922683261073
4848,1976-09-04,Ireland,77.99922683261073
4849,1976-09-18,Ireland,77.99922683261073
4850,1976-10-24,Ireland,77.99922683261073
4851,1976-10-30,Ireland,77.99922683261073
4852,1977-01-15,Ireland,77.83758516426454
4853,1977-02-01,Ireland,77.83758516426454
4854,1977-02-05,Ireland,76.81052877483268
4855,1977-02-19,Ireland,75.98545373911678
4856,1977-03-05,Ireland,75.98545373911678
4857,1977-03-19,Ireland,75.99310236091961
4858,1977-06-25,Ireland,75.99310236091961
4859,1977-07-02,Ireland,75.99310236091961
4860,1977-11-11,Ireland,75.99310236091961
4861,1977-11-19,Ireland,75.99310236091961
4862,1978-01-21,Ireland,77.24638893083873
4863,1978-02-04,Ireland,77.24638893083873
4864,1978-02-18,Ireland,77.02641424568765
4865,1978-03-04,Ireland,76.97936834111702
4866,1978-03-18,Ireland,76.15008116771732
4867,1978-06-11,Ireland,76.15008116771732
4868,1978-06-17,Ireland,76.15008116771732
4869,1978-08-19,Ireland,76.15008116771732
4870,1978-08-26,Ireland,76.15008116771732
4871,1978-09-09,Ireland,76.15008116771732
4872,1978-10-24,Ireland,76.15008116771732
4873,1978-11-04,Ireland,75.9305319389082
4874,1978-11-11,Ireland,75.9305319389082
4875,1978-11-25,Ireland,75.9305319389082
4876,1978-12-09,Ireland,75.9305319389082
4877,1979-01-20,Ireland,76.77750426486601
4878,1979-02-01,Ireland,76.77750426486601
4879,1979-02-03,Ireland,76.40131495834845
4880,1979-02-17,Ireland,77.76504454500571
4881,1979-03-03,Ireland,77.60418515423176
4882,1979-03-17,Ireland,77.60418515423176
4883,1979-06-03,Ireland,78.88801116923588
4884,1979-06-16,Ireland,79.91507198123918
4885,1979-07-07,Ireland,79.91507198123918
4886,1979-07-14,Ireland,79.91507198123918
4887,1979-07-28,Ireland,79.91507198123918
4888,1979-10-27,Ireland,79.91507198123918
4889,1979-11-03,Ireland,79.91507198123918
4890,1979-11-10,Ireland,79.91507198123918
4891,1979-11-24,Ireland,79.91507198123918
4892,1980-01-19,Ireland,78.65387062166174
4893,1980-02-02,Ireland,79.36275511903037
4894,1980-02-16,Ireland,79.36275511903037
4895,1980-03-01,Ireland,78.41895785106483
4896,1980-03-15,Ireland,79.90346354217512
4897,1980-06-21,Ireland,79.90346354217512
4898,1980-06-28,Ireland,79.90346354217512
4899,1980-07-12,Ireland,79.90346354217512
4900,1980-11-01,Ireland,79.90346354217512
4901,1980-11-08,Ireland,79.90346354217512
4902,1981-01-17,Ireland,79.90346354217512
4903,1981-02-07,Ireland,79.00781085680882
4904,1981-02-21,Ireland,78.08356664646496
4905,1981-03-07,Ireland,77.41204590034711
4906,1981-03-21,Ireland,76.29841215157919
4907,1981-05-30,Ireland,76.49293443468018
4908,1981-06-06,Ireland,76.64855226116097
4909,1981-06-13,Ireland,76.64855226116097
4910,1981-06-20,Ireland,76.64855226116097
4911,1981-07-05,Ireland,76.64855226116097
4912,1981-07-11,Ireland,76.64855226116097
4913,1981-08-15,Ireland,76.64855226116097
4914,1981-08-29,Ireland,76.64855226116097
4915,1981-09-12,Ireland,76.64855226116097
4916,1981-11-14,Ireland,76.64855226116097
4917,1981-11-21,Ireland,76.37039657619613
4918,1981-12-05,Ireland,76.37039657619613
4919,1981-12-19,Ireland,76.37039657619613
4920,1982-01-02,Ireland,76.37039657619613
4921,1982-01-16,Ireland,76.37039657619613
4922,1982-01-23,Ireland,77.85725038396704
4923,1982-02-06,Ireland,79.23006410225774
4924,1982-02-20,Ireland,80.14878424975012
4925,1982-03-06,Ireland,80.14878424975012
4926,1982-03-20,Ireland,78.87120965907968
4927,1982-07-04,Ireland,78.87120965907968
4928,1982-07-10,Ireland,78.87120965907968
4929,1982-08-14,Ireland,78.87120965907968
4930,1982-08-28,Ireland,78.87120965907968
4931,1982-09-11,Ireland,78.87120965907968
4932,1982-11-14,Ireland,78.87120965907968
4933,1982-11-20,Ireland,78.87120965907968
4934,1983-01-15,Ireland,79.92776749969163
4935,1983-02-05,Ireland,79.92776749969163
4936,1983-02-19,Ireland,81.1098551057512
4937,1983-03-05,Ireland,79.93445767712024
4938,1983-03-19,Ireland,80.86197993080785
4939,1983-07-31,Ireland,80.86197993080785
4940,1983-08-07,Ireland,80.86197993080785
4941,1983-08-20,Ireland,80.86197993080785
4942,1983-10-22,Ireland,80.86197993080785
4943,1983-11-12,Ireland,80.86197993080785
4944,1983-11-13,Ireland,80.86197993080785
4945,1983-11-19,Ireland,80.86197993080785
4946,1984-01-21,Ireland,80.0175060541657
4947,1984-02-04,Ireland,78.86346874036228
4948,1984-02-18,Ireland,77.87981736918432
4949,1984-03-03,Ireland,76.85039376037362
4950,1984-03-17,Ireland,76.85039376037362
4951,1984-06-02,Ireland,76.85039376037362
4952,1984-06-09,Ireland,76.85039376037362
4953,1984-06-16,Ireland,76.85039376037362
4954,1984-06-23,Ireland,76.85039376037362
4955,1984-07-21,Ireland,76.85039376037362
4956,1984-08-04,Ireland,76.85039376037362
4957,1984-08-18,Ireland,76.85039376037362
4958,1984-11-03,Ireland,76.85039376037362
4959,1984-11-10,Ireland,76.29435031097853
4960,1984-11-24,Ireland,76.29435031097853
4961,1984-12-08,Ireland,76.29435031097853
4962,1985-02-02,Ireland,77.8409146502521
4963,1985-02-16,Ireland,77.8409146502521
4964,1985-03-02,Ireland,78.25785712938384
4965,1985-03-16,Ireland,79.41767007414074
4966,1985-03-30,Ireland,80.29979565323984
4967,1985-04-20,Ireland,80.29979565323984
4968,1985-06-01,Ireland,80.29979565323984
4969,1985-06-08,Ireland,80.29979565323984
4970,1985-06-22,Ireland,80.29979565323984
4971,1985-06-29,Ireland,80.29979565323984
4972,1985-10-26,Ireland,80.29979565323984
4973,1985-11-02,Ireland,80.29979565323984
4974,1986-01-18,Ireland,80.29979565323984
4975,1986-02-01,Ireland,78.71486758463337
4976,1986-02-15,Ireland,77.7173274655219
4977,1986-03-01,Ireland,76.5424391708497
4978,1986-03-15,Ireland,75.78354302563989
4979,1986-05-31,Ireland,75.78354302563989
4980,1986-06-01,Ireland,75.78354302563989
4981,1986-06-07,Ireland,75.78354302563989
4982,1986-06-21,Ireland,75.78354302563989
4983,1986-06-28,Ireland,75.78354302563989
4984,1986-07-06,Ireland,75.78354302563989
4985,1986-07-12,Ireland,75.78354302563989
4986,1986-08-09,Ireland,75.78354302563989
4987,1986-08-23,Ireland,75.78354302563989
4988,1986-09-06,Ireland,75.78354302563989
4989,1986-11-08,Ireland,75.78354302563989
4990,1986-11-15,Ireland,75.78354302563989
4991,1987-02-07,Ireland,77.37539513627054
4992,1987-02-21,Ireland,76.60909300903961
4993,1987-03-07,Ireland,76.60909300903961
4994,1987-03-21,Ireland,76.28618182114613
4995,1987-04-04,Ireland,77.44704632378917
4996,1987-05-22,Ireland,77.44704632378917
4997,1987-05-23,Ireland,77.44704632378917
4998,1987-05-25,Ireland,75.30442952801803
4999,1987-05-28,Ireland,75.30442952801803
5000,1987-06-01,Ireland,75.30442952801803
5001,1987-06-06,Ireland,75.30442952801803
5002,1987-06-07,Ireland,75.57579094988743
5003,1987-06-08,Ireland,75.57579094988743
5004,1987-06-12,Ireland,75.57579094988743
5005,1987-06-14,Ireland,75.57579094988743
5006,1987-06-18,Ireland,75.57579094988743
5007,1987-06-20,Ireland,75.57579094988743
5008,1987-07-25,Ireland,75.57579094988743
5009,1987-10-31,Ireland,75.57579094988743
5010,1987-11-07,Ireland,75.57579094988743
5011,1988-01-16,Ireland,76.8670713673512
5012,1988-02-06,Ireland,76.8670713673512
5013,1988-02-20,Ireland,76.07868424040812
5014,1988-03-05,Ireland,75.75812796045379
5015,1988-03-19,Ireland,74.20865356560286
5016,1988-04-23,Ireland,73.48556551467242
5017,1988-05-28,Ireland,73.48556551467242
5018,1988-05-29,Ireland,73.48556551467242
5019,1988-06-11,Ireland,73.48556551467242
5020,1988-06-12,Ireland,73.48556551467242
5021,1988-06-18,Ireland,73.48556551467242
5022,1988-06-25,Ireland,73.48556551467242
5023,1988-07-03,Ireland,73.48556551467242
5024,1988-07-16,Ireland,73.48556551467242
5025,1988-07-30,Ireland,73.48556551467242
5026,1988-11-05,Ireland,73.48556551467242
5027,1988-11-11,Ireland,73.48556551467242
5028,1988-11-19,Ireland,73.48556551467242
5029,1988-12-03,Ireland,73.48556551467242
5030,1988-12-31,Ireland,74.78393430460747
5031,1989-01-21,Ireland,74.70602722009
5032,1989-02-04,Ireland,76.15603764635148
5033,1989-02-18,Ireland,75.27921676992821
5034,1989-03-04,Ireland,74.18773368051899
5035,1989-03-18,Ireland,74.18773368051899
5036,1989-06-17,Ireland,74.18773368051899
5037,1989-06-24,Ireland,74.18773368051899
5038,1989-07-01,Ireland,74.18773368051899
5039,1989-07-15,Ireland,74.18773368051899
5040,1989-07-29,Ireland,74.18773368051899
5041,1989-08-05,Ireland,74.18773368051899
5042,1989-11-04,Ireland,74.18773368051899
5043,1989-11-11,Ireland,74.18773368051899
5044,1989-11-18,Ireland,75.04716414853016
5045,1990-01-20,Ireland,74.08487718623816
5046,1990-02-03,Ireland,73.4943447834284
5047,1990-02-17,Ireland,73.4943447834284
5048,1990-03-03,Ireland,72.85815729722438
5049,1990-03-17,Ireland,72.85815729722438
5050,1990-03-24,Ireland,74.22071474747123
5051,1990-06-09,Ireland,74.22071474747123
5052,1990-06-16,Ireland,74.22071474747123
5053,1990-06-23,Ireland,74.22071474747123
5054,1990-06-24,Ireland,74.22071474747123
5055,1990-06-30,Ireland,74.22071474747123
5056,1990-07-21,Ireland,74.22071474747123
5057,1990-07-28,Ireland,74.22071474747123
5058,1990-08-04,Ireland,74.22071474747123
5059,1990-08-18,Ireland,74.22071474747123
5060,1990-10-27,Ireland,75.75847226721454
5061,1990-11-03,Ireland,75.75847226721454
5062,1990-11-10,Ireland,75.75847226721454
5063,1991-01-19,Ireland,75.75847226721454
5064,1991-02-02,Ireland,75.24226076284947
5065,1991-02-16,Ireland,75.13094174409547
5066,1991-03-02,Ireland,74.94978203125508
5067,1991-03-16,Ireland,74.53657459572014
5068,1991-07-06,Ireland,74.53657459572014
5069,1991-07-13,Ireland,74.53657459572014
5070,1991-07-22,Ireland,74.53657459572014
5071,1991-07-27,Ireland,74.53657459572014
5072,1991-08-10,Ireland,74.53657459572014
5073,1991-08-24,Ireland,74.53657459572014
5074,1991-09-04,Ireland,74.53657459572014
5075,1991-10-03,Ireland,74.53657459572014
5076,1991-10-04,Ireland,73.87544269886423
5077,1991-10-08,Ireland,73.87544269886423
5078,1991-10-09,Ireland,73.87544269886423
5079,1991-10-12,Ireland,73.87544269886423
5080,1991-10-13,Ireland,73.87544269886423
5081,1991-10-19,Ireland,73.87544269886423
5082,1991-10-20,Ireland,74.25623373774563
5083,1991-10-26,Ireland,74.25623373774563
5084,1991-10-27,Ireland,74.25623373774563
5085,1991-10-30,Ireland,74.25623373774563
5086,1991-11-02,Ireland,74.25623373774563
5087,1992-01-18,Ireland,73.42273131895578
5088,1992-02-01,Ireland,73.56800884991553
5089,1992-02-15,Ireland,73.037916593725
5090,1992-03-07,Ireland,73.037916593725
5091,1992-03-21,Ireland,72.28473719349266
5092,1992-05-30,Ireland,72.64356993396916
5093,1992-06-06,Ireland,73.07416922254096
5094,1992-06-13,Ireland,73.07416922254096
5095,1992-06-21,Ireland,73.07416922254096
5096,1992-07-04,Ireland,73.07416922254096
5097,1992-07-11,Ireland,73.07416922254096
5098,1992-07-19,Ireland,73.07416922254096
5099,1992-07-25,Ireland,73.07416922254096
5100,1992-08-15,Ireland,73.07416922254096
5101,1992-08-29,Ireland,73.07416922254096
5102,1992-10-17,Ireland,73.07416922254096
5103,1992-10-24,Ireland,73.07416922254096
5104,1992-10-31,Ireland,74.04754670077486
5105,1992-11-14,Ireland,74.04754670077486
5106,1992-11-21,Ireland,74.04754670077486
5107,1993-01-16,Ireland,73.50238328933206
5108,1993-02-06,Ireland,73.50238328933206
5109,1993-02-20,Ireland,73.1386426847453
5110,1993-03-06,Ireland,74.59381496183903
5111,1993-03-20,Ireland,76.66431915802175
5112,1993-06-26,Ireland,76.66431915802175
5113,1993-07-03,Ireland,76.66431915802175
5114,1993-07-17,Ireland,76.66431915802175
5115,1993-07-31,Ireland,76.66431915802175
5116,1993-08-14,Ireland,76.66431915802175
5117,1993-08-21,Ireland,76.66431915802175
5118,1993-10-30,Ireland,76.66431915802175
5119,1993-11-06,Ireland,76.66431915802175
5120,1993-11-13,Ireland,76.66431915802175
5121,1993-11-20,Ireland,76.66431915802175
5122,1993-11-27,Ireland,76.66431915802175
5123,1994-01-15,Ireland,76.04367265716925
5124,1994-02-05,Ireland,75.17902626725291
5125,1994-02-19,Ireland,77.15569459303754
5126,1994-03-05,Ireland,77.11947576045662
5127,1994-03-19,Ireland,77.11947576045662
5128,1994-06-04,Ireland,77.11947576045662
5129,1994-06-05,Ireland,77.05221175743766
5130,1994-06-11,Ireland,77.02082188936214
5131,1994-06-18,Ireland,77.02082188936214
5132,1994-06-25,Ireland,77.02082188936214
5133,1994-06-26,Ireland,77.02082188936214
5134,1994-07-03,Ireland,77.02082188936214
5135,1994-07-09,Ireland,77.02082188936214
5136,1994-07-23,Ireland,77.02082188936214
5137,1994-08-06,Ireland,77.02082188936214
5138,1994-08-17,Ireland,77.02082188936214
5139,1994-10-08,Ireland,77.02082188936214
5140,1994-10-12,Ireland,77.02082188936214
5141,1994-10-15,Ireland,77.02082188936214
5142,1994-11-19,Ireland,77.02082188936214
5143,1994-11-26,Ireland,77.02082188936214
5144,1995-01-21,Ireland,76.65670121945163
5145,1995-02-04,Ireland,75.37506074785469
5146,1995-02-18,Ireland,75.37506074785469
5147,1995-03-04,Ireland,74.74803192413165
5148,1995-03-18,Ireland,75.97444616978447
5149,1995-04-30,Ireland,75.97444616978447
5150,1995-05-06,Ireland,74.66012392548585
5151,1995-05-25,Ireland,74.66012392548585
5152,1995-05-27,Ireland,74.52622070180522
5153,1995-05-31,Ireland,74.52622070180522
5154,1995-06-03,Ireland,74.52622070180522
5155,1995-06-04,Ireland,76.69184396455901
5156,1995-06-10,Ireland,75.58927798269767
5157,1995-06-11,Ireland,75.58927798269767
5158,1995-06-17,Ireland,75.58927798269767
5159,1995-06-18,Ireland,75.58927798269767
5160,1995-06-22,Ireland,75.58927798269767
5161,1995-06-24,Ireland,75.58927798269767
5162,1995-07-22,Ireland,75.58927798269767
5163,1995-07-29,Ireland,75.58927798269767
5164,1995-09-02,Ireland,75.58927798269767
5165,1995-10-14,Ireland,75.58927798269767
5166,1995-10-17,Ireland,75.58927798269767
5167,1995-10-21,Ireland,75.58927798269767
5168,1995-10-28,Ireland,75.58927798269767
5169,1995-11-11,Ireland,75.58927798269767
5170,1995-11-12,Ireland,75.58927798269767
5171,1995-11-18,Ireland,75.58927798269767
5172,1996-01-16,Ireland,75.58927798269767
5173,1996-01-20,Ireland,74.63577964030469
5174,1996-02-03,Ireland,74.63577964030469
5175,1996-02-17,Ireland,74.43316209786661
5176,1996-03-02,Ireland,75.38644643870694
5177,1996-03-16,Ireland,75.0276878050546
5178,1996-06-09,Ireland,75.0276878050546
5179,1996-06-15,Ireland,75.0276878050546
5180,1996-06-22,Ireland,75.0276878050546
5181,1996-06-29,Ireland,75.0276878050546
5182,1996-07-06,Ireland,75.0276878050546
5183,1996-07-13,Ireland,75.0276878050546
5184,1996-07-20,Ireland,75.0276878050546
5185,1996-07-27,Ireland,75.0276878050546
5186,1996-08-03,Ireland,75.0276878050546
5187,1996-08-10,Ireland,75.0276878050546
5188,1996-08-17,Ireland,75.0276878050546
5189,1996-08-24,Ireland,75.0276878050546
5190,1996-08-31,Ireland,75.0276878050546
5191,1996-09-25,Ireland,75.0276878050546
5192,1996-10-05,Ireland,75.0276878050546
5193,1996-10-23,Ireland,75.0276878050546
5194,1996-11-09,Ireland,75.0276878050546
5195,1996-11-16,Ireland,75.0276878050546
5196,1996-11-23,Ireland,74.89041745819898
5197,1996-11-30,Ireland,74.89041745819898
5198,1996-12-01,Ireland,74.89041745819898
5199,1996-12-07,Ireland,74.89041745819898
5200,1996-12-14,Ireland,74.89041745819898
5201,1996-12-15,Ireland,74.89041745819898
5202,1997-01-04,Ireland,73.65055453233887
5203,1997-01-18,Ireland,73.29608098725733
5204,1997-02-01,Ireland,74.64712319950294
5205,1997-02-15,Ireland,74.43463229172426
5206,1997-03-01,Ireland,73.22280604872294
5207,1997-03-15,Ireland,73.22280604872294
5208,1997-03-22,Ireland,73.22280604872294
5209,1997-05-31,Ireland,73.22280604872294
5210,1997-06-07,Ireland,73.22280604872294
5211,1997-06-21,Ireland,73.22280604872294
5212,1997-06-28,Ireland,73.22280604872294
5213,1997-07-05,Ireland,73.22280604872294
5214,1997-07-12,Ireland,73.22280604872294
5215,1997-07-19,Ireland,73.22280604872294
5216,1997-07-26,Ireland,73.22280604872294
5217,1997-08-02,Ireland,73.22280604872294
5218,1997-08-09,Ireland,73.22280604872294
5219,1997-08-16,Ireland,73.22280604872294
5220,1997-08-23,Ireland,73.22280604872294
5221,1997-10-18,Ireland,73.22280604872294
5222,1997-10-22,Ireland,73.22280604872294
5223,1997-10-26,Ireland,73.22280604872294
5224,1997-11-01,Ireland,73.22280604872294
5225,1997-11-08,Ireland,73.22280604872294
5226,1997-11-15,Ireland,74.55752309525579
5227,1997-11-22,Ireland,74.55752309525579
5228,1997-11-29,Ireland,74.55752309525579
5229,1997-12-06,Ireland,74.55752309525579
5230,1997-12-20,Ireland,73.65630677191217
5231,1998-01-24,Ireland,73.65630677191217
5232,1998-02-07,Ireland,72.83032588234397
5233,1998-02-21,Ireland,72.83032588234397
5234,1998-03-07,Ireland,72.75566510359778
5235,1998-03-21,Ireland,72.14261052323107
5236,1998-03-22,Ireland,72.14261052323107
5237,1998-04-04,Ireland,71.95693008526855
5238,1998-04-05,Ireland,71.95693008526855
5239,1998-06-06,Ireland,71.95693008526855
5240,1998-06-13,Ireland,72.76756409539348
5241,1998-06-20,Ireland,73.33500790248094
5242,1998-06-27,Ireland,73.33500790248094
5243,1998-07-04,Ireland,73.33500790248094
5244,1998-07-11,Ireland,73.33500790248094
5245,1998-07-18,Ireland,73.33500790248094
5246,1998-07-25,Ireland,73.33500790248094
5247,1998-08-01,Ireland,73.33500790248094
5248,1998-08-15,Ireland,73.33500790248094
5249,1998-08-22,Ireland,73.33500790248094
5250,1998-08-29,Ireland,73.33500790248094
5251,1998-11-07,Ireland,73.33500790248094
5252,1998-11-14,Ireland,73.33500790248094
5253,1998-11-21,Ireland,73.33500790248094
5254,1998-11-22,Ireland,73.33500790248094
5255,1998-11-28,Ireland,73.86966820181324
5256,1998-12-05,Ireland,73.86966820181324
5257,1999-02-06,Ireland,73.85177131677102
5258,1999-02-20,Ireland,75.10269323436407
5259,1999-03-06,Ireland,74.78291314257247
5260,1999-03-20,Ireland,73.66332416635632
5261,1999-04-10,Ireland,74.6657666115027
5262,1999-04-11,Ireland,74.6657666115027
5263,1999-06-05,Ireland,74.6657666115027
5264,1999-06-12,Ireland,75.05393195624463
5265,1999-06-19,Ireland,75.23507578379086
5266,1999-06-26,Ireland,75.23507578379086
5267,1999-07-10,Ireland,75.23507578379086
5268,1999-07-17,Ireland,75.23507578379086
5269,1999-07-24,Ireland,75.23507578379086
5270,1999-08-07,Ireland,75.23507578379086
5271,1999-08-14,Ireland,75.23507578379086
5272,1999-08-21,Ireland,75.23507578379086
5273,1999-08-28,Ireland,76.22061625847377
5274,1999-10-01,Ireland,76.22061625847377
5275,1999-10-02,Ireland,76.22061625847377
5276,1999-10-03,Ireland,76.22061625847377
5277,1999-10-09,Ireland,76.22061625847377
5278,1999-10-10,Ireland,76.39868860741187
5279,1999-10-14,Ireland,76.39868860741187
5280,1999-10-20,Ireland,73.83153600944839
5281,1999-10-23,Ireland,73.83153600944839
5282,1999-10-24,Ireland,73.83153600944839
5283,1999-10-30,Ireland,73.83153600944839
5284,1999-10-31,Ireland,73.83153600944839
5285,1999-11-04,Ireland,73.83153600944839
5286,1999-11-06,Ireland,73.83153600944839
5287,2000-02-05,Ireland,73.1853777830076
5288,2000-02-19,Ireland,74.99361413680793
5289,2000-03-04,Ireland,76.48408081517583
5290,2000-03-18,Ireland,76.48408081517583
5291,2000-03-19,Ireland,78.07568086122582
5292,2000-04-01,Ireland,77.22799516826458
5293,2000-04-02,Ireland,77.22799516826458
5294,2000-06-03,Ireland,75.87226830770167
5295,2000-06-17,Ireland,75.87226830770167
5296,2000-06-24,Ireland,75.87226830770167
5297,2000-07-01,Ireland,75.87226830770167
5298,2000-07-08,Ireland,75.87226830770167
5299,2000-07-15,Ireland,75.87226830770167
5300,2000-07-22,Ireland,75.87226830770167
5301,2000-07-29,Ireland,75.87226830770167
5302,2000-08-05,Ireland,75.87226830770167
5303,2000-08-19,Ireland,75.87226830770167
5304,2000-08-26,Ireland,75.87226830770167
5305,2000-11-04,Ireland,75.87226830770167
5306,2000-11-11,Ireland,75.87226830770167
5307,2000-11-12,Ireland,75.87226830770167
5308,2000-11-18,Ireland,75.87226830770167
5309,2000-11-19,Ireland,75.65611693839014
5310,2000-11-25,Ireland,75.65611693839014
5311,2000-11-26,Ireland,75.65611693839014
5312,2000-12-02,Ireland,75.65611693839014
5313,2001-02-03,Ireland,76.76509216345298
5314,2001-02-04,Ireland,76.76509216345298
5315,2001-02-17,Ireland,78.28389232781363
5316,2001-03-03,Ireland,78.28389232781363
5317,2001-03-17,Ireland,78.28389232781363
5318,2001-04-07,Ireland,78.28389232781363
5319,2001-04-08,Ireland,78.28389232781363
5320,2001-06-16,Ireland,78.28389232781363
5321,2001-06-23,Ireland,78.28389232781363
5322,2001-06-30,Ireland,78.28389232781363
5323,2001-07-14,Ireland,78.28389232781363
5324,2001-07-21,Ireland,78.28389232781363
5325,2001-07-28,Ireland,78.28389232781363
5326,2001-08-11,Ireland,78.28389232781363
5327,2001-08-18,Ireland,78.28389232781363
5328,2001-08-25,Ireland,78.28389232781363
5329,2001-09-01,Ireland,78.28389232781363
5330,2001-09-22,Ireland,76.41824994623948
5331,2001-10-13,Ireland,78.46074987183205
5332,2001-10-20,Ireland,80.20502339919553
5333,2001-11-10,Ireland,80.20502339919553
5334,2001-11-17,Ireland,79.60911195382857
5335,2001-11-18,Ireland,79.60911195382857
5336,2001-11-24,Ireland,79.60911195382857
5337,2001-11-25,Ireland,79.60911195382857
5338,2001-12-01,Ireland,79.60911195382857
5339,2002-02-02,Ireland,79.60911195382857
5340,2002-02-03,Ireland,80.65525871569635
5341,2002-02-16,Ireland,80.01147621399441
5342,2002-03-02,Ireland,81.0707364957024
5343,2002-03-22,Ireland,81.0707364957024
5344,2002-03-23,Ireland,80.91034477557176
5345,2002-04-06,Ireland,79.82062406306494
5346,2002-04-07,Ireland,79.82062406306494
5347,2002-06-08,Ireland,79.82062406306494
5348,2002-06-15,Ireland,79.30930902719707
5349,2002-06-22,Ireland,78.69573098415563
5350,2002-06-29,Ireland,78.69573098415563
5351,2002-07-13,Ireland,78.69573098415563
5352,2002-07-20,Ireland,78.69573098415563
5353,2002-07-27,Ireland,78.69573098415563
5354,2002-08-03,Ireland,78.69573098415563
5355,2002-08-10,Ireland,78.69573098415563
5356,2002-08-17,Ireland,78.69573098415563
5357,2002-11-02,Ireland,78.69573098415563
5358,2002-11-09,Ireland,80.38999600239296
5359,2002-11-16,Ireland,80.38999600239296
5360,2002-11-23,Ireland,81.18017922464168
5361,2003-02-15,Ireland,81.18017922464168
5362,2003-02-16,Ireland,82.22407532847252
5363,2003-02-22,Ireland,82.2528396954343
5364,2003-02-23,Ireland,82.2528396954343
5365,2003-03-08,Ireland,83.37371861500615
5366,2003-03-09,Ireland,83.37371861500615
5367,2003-03-22,Ireland,83.33393513579517
5368,2003-03-23,Ireland,83.33393513579517
5369,2003-03-29,Ireland,83.33393513579517
5370,2003-03-30,Ireland,82.32770961447847
5371,2003-06-07,Ireland,80.90111167181955
5372,2003-06-14,Ireland,80.90111167181955
5373,2003-06-20,Ireland,80.90111167181955
5374,2003-06-21,Ireland,80.90111167181955
5375,2003-06-28,Ireland,80.90111167181955
5376,2003-07-12,Ireland,80.90111167181955
5377,2003-07-19,Ireland,80.90111167181955
5378,2003-07-26,Ireland,80.90111167181955
